course_name,course_code,section,Fall-2024,registration_dates,level,credit,campus,schedule_type,instructional_method,type,time,days,location,date_range,lecture_type,instructors
Linear Algebra,80362,MATH 30500,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Online Campus,Lecture Schedule Type,Online Instructional Method,Online,6:00 pm - 8:00 pm,T,Online Meeting,"Aug 26, 2024 - Dec 14, 2024",Lecture,TBA
Financial Mathematics,82269,MATH 35500,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,Arranged,TBA,,Arranged by Instructor/Dept,"Aug 26, 2024 - Dec 14, 2024",Lecture,Brittany   Stephenson Hollensed (P)
Mathematical Modeling,82166,MATH 36500,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,9:00 am - 9:50 am,MWF,Academic Science Center AS 130S,"Aug 26, 2024 - Dec 14, 2024",Lecture,Cara   Sulyok (P)
Abstract Algebra I,80364,MATH 44000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,11:00 am - 11:50 am,MWF,Academic Science Center AS 118S,"Aug 26, 2024 - Dec 14, 2024",Lecture,Marie   Meyer (P)
Real Analysis 1,80367,MATH 45000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,2:00 pm - 2:50 pm,MWF,Academic Science Center AS 155A,"Aug 26, 2024 - Dec 14, 2024",Lecture,Amanda M  Harsy Ramsay (P)
Engineering Mechanics: Dynamics,80656,MMEG 21100,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Online Campus,Lecture Schedule Type,Online Instructional Method,Online,8:00 am - 9:15 am,TR,Online Meeting,"Aug 26, 2024 - Dec 14, 2024",Lecture,Nuri   Zeytinoglu (P)
Mechanics of Materials,80724,MMEG 21200,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Online Campus,Lecture Schedule Type,Online Instructional Method,Online,9:30 am - 10:45 am,TR,Online Meeting,"Aug 26, 2024 - Dec 14, 2024",Lecture,Nuri   Zeytinoglu (P)
Engineering Thermodynamics,80733,MMEG 35000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,1:00 pm - 1:50 pm,MWF,Academic Science Center AS 014L,"Aug 26, 2024 - Dec 14, 2024",Lecture,John C  Parker (P)
Military Sci Leader Lab (LLAB),81906,MILI 10000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,0,Other Off Campus Location Campus,Lab Schedule Type,Traditional Instructional Method,Arranged,4:00 pm - 6:00 pm,R,Arranged by Instructor/Dept,"Aug 26, 2024 - Dec 14, 2024",Lab,TBA
Introduction to the Army and Critical Thinking,81907,MILI 11100,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,2,Other Off Campus Location Campus,Lecture Schedule Type,Traditional Instructional Method,Arranged,7:00 pm - 9:00 pm,R,Arranged by Instructor/Dept,"Aug 26, 2024 - Dec 14, 2024",Lecture,TBA
Leadership and Decision Making,81908,MILI 22100,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,2,Other Off Campus Location Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,7:00 pm - 9:00 pm,R,Off Campus Location,"Aug 26, 2024 - Dec 14, 2024",Lecture,TBA
Training Management and the Warfighting Functions,81909,MILI 33100,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,4,Other Off Campus Location Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,7:00 pm - 9:00 pm,R,Off Campus Location,"Aug 26, 2024 - Dec 14, 2024",Lecture,TBA
The Army Officer,81910,MILI 44100,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,4,Other Off Campus Location Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,7:00 pm - 9:00 pm,R,Off Campus Location,"Aug 26, 2024 - Dec 14, 2024",Lecture,TBA
Music Seminar,80523,MUSC 10001,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,1,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,12:00 pm - 12:50 pm,MF,Fine Arts FA 200,"Aug 26, 2024 - Dec 14, 2024",Lecture,Mike R  McFerron (P)
Chamber Choir,80530,MUSC 10200,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,1,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,4:00 pm - 5:20 pm,MW,Fine Arts FA 219,"Aug 26, 2024 - Dec 14, 2024",Experiential,Jeremy T  Landig (P)
Lewis University Gospel Choir,81836,MUSC 10300,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,1,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Class/Lecture,7:00 pm - 8:30 pm,M,Fine Arts FA 200,"Aug 26, 2024 - Dec 14, 2024",Experiential,Kimberly   Smith (P)
Wind Ensemble,81944,MUSC 10400,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,1,Joliet Junior College Campus,Experiential Schedule Type,Traditional Instructional Method,Class/Lecture,7:00 pm - 9:40 pm,M,Joliet Junior College,"Aug 26, 2024 - Dec 14, 2024",Experiential,Mike R  McFerron (P)
Jazz Band,80531,MUSC 10500,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,1,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Class/Lecture,5:00 pm - 6:59 pm,M,Fine Arts FA 200,"Aug 26, 2024 - Dec 14, 2024",Experiential,Leandro A  Lopez Varady (P)
Rock Band Ensemble,80532,MUSC 10501,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,1,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Class/Lecture,3:30 pm - 5:30 pm,T,Fine Arts FA 200,"Aug 26, 2024 - Dec 14, 2024",Experiential,Scott   McConnell (P)
Symphony Orchestra,80533,MUSC 10600,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,1,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Class/Lecture,6:00 pm - 8:30 pm,W,Fine Arts FA 219,"Aug 26, 2024 - Dec 14, 2024",Experiential,Peter   Lipari (P)
Recording Ensemble,80535,MUSC 10800,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,1,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Class/Lecture,3:00 pm - 4:59 pm,M,Fine Arts FA 200,"Aug 26, 2024 - Dec 14, 2024",Experiential,Wesley   Morgan (P)
World Music,81433,MUSC 11100,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Online Campus,Seminar Schedule Type,Online Instructional Method,Online,TBA,,Online Meeting,"Aug 26, 2024 - Dec 14, 2024",Seminar,Joshua A  Manchester (P)
Discovering Pop Music,80537,MUSC 11500,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Online Campus,Seminar Schedule Type,Online Instructional Method,Online,TBA,,Online Meeting,"Aug 26, 2024 - Dec 14, 2024",Seminar,Adrianne Lee  Honnold (P)
Discovering Pop Music,80538,MUSC 11500,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Romeoville Campus,Seminar Schedule Type,Blended Instructional Method,Class/Lecture,10:00 am - 10:50 am,MW,Fine Arts FA 219,"Aug 26, 2024 - Dec 14, 2024",Seminar,Adrianne Lee  Honnold (P)
Discovering Pop Music,80538,MUSC 11500,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Romeoville Campus,Seminar Schedule Type,Blended Instructional Method,Online,TBA,,Online Meeting,"Aug 26, 2024 - Dec 14, 2024",Seminar,Adrianne Lee  Honnold (P)
Discovering Pop Music,82149,MUSC 11500,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Online Campus,Seminar Schedule Type,Online Instructional Method,Online,TBA,,Online Meeting,"Aug 26, 2024 - Dec 14, 2024",Seminar,Adrianne Lee  Honnold (P)
"Sex, Race, and Power in Pop Music",80541,MUSC 11550,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Romeoville Campus,Seminar Schedule Type,Traditional Instructional Method,Class/Lecture,11:00 am - 12:15 pm,TR,Fine Arts FA 219,"Aug 26, 2024 - Dec 14, 2024",Seminar,Adrianne Lee  Honnold (P)
History of Jazz,80542,MUSC 11700,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Online Campus,Seminar Schedule Type,Online Instructional Method,Online,TBA,,Online Meeting,"Aug 26, 2024 - Dec 14, 2024",Seminar,Wesley   Morgan (P)
Music Theory II,80545,MUSC 12100,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,2:00 pm - 3:15 pm,TR,Fine Arts FA 218,"Aug 26, 2024 - Dec 14, 2024",Lecture,Erik   Skov (P)
Music Theory II Lab,80547,MUSC 12300,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,1,Romeoville Campus,Lab Schedule Type,Traditional Instructional Method,Class/Lecture,11:00 am - 11:50 am,MF,Fine Arts FA 218,"Aug 26, 2024 - Dec 14, 2024",Lab,Erik   Skov (P)
Guitar for Non Majors,80551,MUSC 13100,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,1,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,TBA,,Fine Arts FA,"Aug 26, 2024 - Dec 14, 2024",Experiential,Erik   Skov (P)
Guitar for Majors,80554,MUSC 13100,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,2,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,TBA,,Fine Arts FA,"Aug 26, 2024 - Dec 14, 2024",Experiential,Erik   Skov (P)
Bass Guitar for Non Majors,80557,MUSC 13500,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,1,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,TBA,,Fine Arts FA,"Aug 26, 2024 - Dec 14, 2024",Experiential,Wesley   Morgan (P)
Bass Guitar for Majors,80560,MUSC 13500,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,2,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,TBA,,Fine Arts FA,"Aug 26, 2024 - Dec 14, 2024",Experiential,Wesley   Morgan (P)
 Trumpet for Non Majors,80569,MUSC 15500,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,1,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,TBA,,Fine Arts FA,"Aug 26, 2024 - Dec 14, 2024",Experiential,Amanda H.  Karwoske (P)
Trumpet for Majors,80571,MUSC 15500,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,2,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,TBA,,Fine Arts FA,"Aug 26, 2024 - Dec 14, 2024",Experiential,Amanda H.  Karwoske (P)
Organ for Non Majors,80574,MUSC 16000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,1,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,TBA,,Fine Arts FA,"Aug 26, 2024 - Dec 14, 2024",Experiential,Christine H  Lim (P)
Organ for Majors,80576,MUSC 16000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,2,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,TBA,,Fine Arts FA,"Aug 26, 2024 - Dec 14, 2024",Experiential,Christine H  Lim (P)
Percussion for Non Majors (Drumset),80578,MUSC 16500,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,1,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,TBA,,Fine Arts FA,"Aug 26, 2024 - Dec 14, 2024",Experiential,Scott   McConnell (P)
Percussion for Majors (Drumset),80579,MUSC 16500,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,2,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,TBA,,Fine Arts FA,"Aug 26, 2024 - Dec 14, 2024",Experiential,Scott   McConnell (P)
Violin/Viola for Non Majors,80580,MUSC 17000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,1,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,TBA,,Fine Arts FA,"Aug 26, 2024 - Dec 14, 2024",Experiential,Jennifer W  Leckie (P)
Violin/Viola for Majors,80582,MUSC 17000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,2,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,TBA,,Fine Arts FA,"Aug 26, 2024 - Dec 14, 2024",Experiential,Jennifer W  Leckie (P)
Cello for Non Majors,80584,MUSC 17100,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,1,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,TBA,,Fine Arts FA,"Aug 26, 2024 - Dec 14, 2024",Experiential,Timothy Edward  Archbold (P)
Clarinet for Non Majors,80585,MUSC 17500,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,1,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,TBA,,Fine Arts FA,"Aug 26, 2024 - Dec 14, 2024",Experiential,Mary   Payne (P)
Clarinet for Majors,80588,MUSC 17500,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,2,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,TBA,,Fine Arts FA,"Aug 26, 2024 - Dec 14, 2024",Experiential,Mary   Payne (P)
Flute for Non Majors,80589,MUSC 17600,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,1,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,TBA,,Fine Arts FA,"Aug 26, 2024 - Dec 14, 2024",Experiential,Laurel E  Tempas (P)
Flute for Majors,80591,MUSC 17600,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,2,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,TBA,,Fine Arts FA,"Aug 26, 2024 - Dec 14, 2024",Experiential,Laurel E  Tempas (P)
Saxophone for Non Majors,80593,MUSC 17900,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,1,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,TBA,,Fine Arts FA,"Aug 26, 2024 - Dec 14, 2024",Experiential,Adrianne Lee  Honnold (P)
Saxophone for Majors,80594,MUSC 17900,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,2,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,TBA,,Fine Arts FA,"Aug 26, 2024 - Dec 14, 2024",Experiential,Adrianne Lee  Honnold (P)
Piano for Non Majors,80595,MUSC 18200,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,1,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,TBA,,Fine Arts FA,"Aug 26, 2024 - Dec 14, 2024",Experiential,Christine H  Lim (P)
Piano for Majors,80596,MUSC 18200,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,2,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,TBA,,Fine Arts FA,"Aug 26, 2024 - Dec 14, 2024",Experiential,Christine H  Lim (P)
Piano for Non Majors,80597,MUSC 18200,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,1,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,TBA,,Fine Arts FA,"Aug 26, 2024 - Dec 14, 2024",Experiential,Leandro A  Lopez Varady (P)
Piano for Majors,80598,MUSC 18200,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,2,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,TBA,,Fine Arts FA,"Aug 26, 2024 - Dec 14, 2024",Experiential,Leandro A  Lopez Varady (P)
Applied Jazz Piano for Non Majors,80601,MUSC 18300,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,1,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,TBA,,Fine Arts FA,"Aug 26, 2024 - Dec 14, 2024",Experiential,Leandro A  Lopez Varady (P)
Applied Jazz Piano for Majors,80602,MUSC 18300,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,2,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,TBA,,Fine Arts FA,"Aug 26, 2024 - Dec 14, 2024",Experiential,Leandro A  Lopez Varady (P)
Voice for Non Majors (Contemporary),80606,MUSC 18500,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,1,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,TBA,,Fine Arts FA,"Aug 26, 2024 - Dec 14, 2024",Experiential,Miranda   Sprague (P)
Voice for Majors (Contemporary),80607,MUSC 18500,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,2,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,TBA,,Fine Arts FA,"Aug 26, 2024 - Dec 14, 2024",Experiential,Miranda   Sprague (P)
Voice for Non Majors (Traditional),80610,MUSC 18500,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,1,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,TBA,,Fine Arts FA,"Aug 26, 2024 - Dec 14, 2024",Experiential,David   Govertsen (P)
Voice for Majors (Traditional),80612,MUSC 18500,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,2,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,TBA,,Fine Arts FA,"Aug 26, 2024 - Dec 14, 2024",Experiential,David   Govertsen (P)
Voice for Non Majors (Traditional),80614,MUSC 18500,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,1,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,TBA,,Fine Arts FA,"Aug 26, 2024 - Dec 14, 2024",Experiential,Elaine L  Swearingen (P)
Voice for Majors (Traditional),80616,MUSC 18500,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,2,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,TBA,,Fine Arts FA,"Aug 26, 2024 - Dec 14, 2024",Experiential,Elaine L  Swearingen (P)
Music Composition for Non Majors,80619,MUSC 18600,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,1,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,TBA,,Fine Arts FA,"Aug 26, 2024 - Dec 14, 2024",Experiential,Mike R  McFerron (P)
Music Composition for Majors,80623,MUSC 18600,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,2,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,TBA,,Fine Arts FA,"Aug 26, 2024 - Dec 14, 2024",Experiential,Mike R  McFerron (P)
Songwriting,80627,MUSC 18700,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,2,Romeoville Campus,Lab Schedule Type,Traditional Instructional Method,Class/Lecture,2:00 pm - 2:50 pm,MF,Fine Arts FA 218,"Aug 26, 2024 - Dec 14, 2024",Lab,Mike R  McFerron (P)
Music Literature,82128,MUSC 19000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Romeoville Campus,Writing Intensive Schedule Type,Traditional Instructional Method,Class/Lecture,11:00 am - 11:50 am,MWF,Fine Arts FA 219,"Aug 26, 2024 - Dec 14, 2024",Writing Intensive,Mike R  McFerron (P)
Introduction to Music Business,80637,MUSC 21000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Romeoville Campus,Lecture Schedule Type,Blended Instructional Method,Online,TBA,,Online Meeting,"Aug 26, 2024 - Dec 14, 2024",Lecture,Donald   Smith (P)
Introduction to Music Business,80637,MUSC 21000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Romeoville Campus,Lecture Schedule Type,Blended Instructional Method,Class/Lecture,9:00 am - 12:00 pm,S,Fine Arts FA 219,"Sep 07, 2024 - Sep 07, 2024",Lecture,Donald   Smith (P)
Introduction to Music Business,80637,MUSC 21000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Romeoville Campus,Lecture Schedule Type,Blended Instructional Method,Class/Lecture,9:00 am - 12:00 pm,S,Fine Arts FA 219,"Sep 21, 2024 - Sep 21, 2024",Lecture,Donald   Smith (P)
Introduction to Music Business,80637,MUSC 21000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Romeoville Campus,Lecture Schedule Type,Blended Instructional Method,Class/Lecture,9:00 am - 12:00 pm,S,Fine Arts FA 219,"Oct 19, 2024 - Oct 19, 2024",Lecture,Donald   Smith (P)
Introduction to Music Business,80637,MUSC 21000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Romeoville Campus,Lecture Schedule Type,Blended Instructional Method,Class/Lecture,9:00 am - 12:00 pm,S,Fine Arts FA 219,"Nov 16, 2024 - Nov 16, 2024",Lecture,Donald   Smith (P)
Introduction to Music Business,80637,MUSC 21000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Romeoville Campus,Lecture Schedule Type,Blended Instructional Method,Class/Lecture,9:00 am - 12:00 pm,S,Fine Arts FA 219,"Dec 07, 2024 - Dec 07, 2024",Lecture,Donald   Smith (P)
Introduction to Recording and Computer Music,80643,MUSC 29900,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,1:00 pm - 1:50 pm,MWF,Fine Arts FA 218,"Aug 26, 2024 - Dec 14, 2024",Lecture,Wesley   Morgan (P)
Discovering Pop Music for Majors,80645,MUSC 33500,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Romeoville Campus,Writing Intensive Schedule Type,Blended Instructional Method,Class/Lecture,10:00 am - 10:50 am,MW,Fine Arts FA 219,"Aug 26, 2024 - Dec 14, 2024",Writing Intensive,Adrianne Lee  Honnold (P)
Discovering Pop Music for Majors,80645,MUSC 33500,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Romeoville Campus,Writing Intensive Schedule Type,Blended Instructional Method,Online,TBA,,Online Meeting,"Aug 26, 2024 - Dec 14, 2024",Writing Intensive,Adrianne Lee  Honnold (P)
